"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Yuan, L.; Qiu, Z.","Yuan, Lin (57657480200); Qiu, Zhao (35211434100)","57657480200; 35211434100","Mask-RCNN with spatial attention for pedestrian segmentation in cyber–physical systems","2021","Computer Communications","180","","","109","114","0","23","10.1016/j.comcom.2021.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115796936&doi=10.1016%2Fj.comcom.2021.09.002&partnerID=40&md5=0b2bdc0f2810ec3d40a32700ce5223e5","With the application of industrial cyber–physical systems in various fields such as transportation systems, smart cities, and medical systems, pedestrian scenarios are becoming more and more complex, which brings difficulties to pedestrian segmentation. The difficulty of pedestrian segmentation lies in the scene's complexity where the pedestrian is located, including the pedestrian's shooting angle, light, and obstructions, which makes it difficult to distinguish accurately. This paper proposes an S-Mask-RCNN network that integrates spatial attention mechanisms for pedestrian segmentation. Mask-RCNN uses residual neural networks in the feature extraction network, and the effect of model feature extraction is not ideal. Based on transfer learning, a spatial attention mechanism is introduced to focus more spatially on areas that need attention. The force mechanism focuses more on the areas that need attention in space. Experiments show that the S-Mask-RCNN method proposed in this paper has better performance than traditional Mask-RCNN in pedestrian segmentation. Experiments show that the S-Mask-RCNN method proposed in this paper has better performance than traditional Mask-RCNN in pedestrian segmentation, also can provide more comprehensive and practical information for the construction of cyber–physical systems. © 2021 Elsevier B.V., All rights reserved.","Cyber–physical systems; Mask-RCNN; Pedestrian segmentation; Spatial attention mechanism; Transfer learning","Complex networks; Feature extraction; Learning systems; Attention mechanisms; Cybe-physical systems; Cyber-physical systems; Mask-RCNN; Pedestrian segmentations; Performance; Spatial attention; Spatial attention mechanism; Transfer learning; Transportation system; Extraction","Article","Final","","Scopus","2-s2.0-85115796936"
"Li, M.; Lu, Q.; Bai, S.; Zhang, M.; Tian, H.; Qin, L.","Li, Mingchao (8369911100); Lu, Qiaorong (57266206500); Bai, Shuo (57208652950); Zhang, Mengxi (57192716731); Tian, Huijing (57219775226); Qin, Liang (57220825028)","8369911100; 57266206500; 57208652950; 57192716731; 57219775226; 57220825028","Digital twin-driven virtual sensor approach for safe construction operations of trailing suction hopper dredger","2021","Automation in Construction","132","","103961","","","0","51","10.1016/j.autcon.2021.103961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115307160&doi=10.1016%2Fj.autcon.2021.103961&partnerID=40&md5=be2cf932a336c1288c931e2cfa449dae","The stable and safe operation of Trailing suction hopper dredger (TSHD) is one of the most crucial considerations for ensuring its high dredging productivity. However, the instability and sudden failure of physical sensors pose challenges to the monitoring of dredging process. To address these issues, we propose a structure of digital twin-driven virtual sensor (DTDVS) for the construction safety of TSHD. Considering the potential internal relations among construction data, we compare the performance of four machine learning algorithms in predicting the torsional vibration in mechanical failure. The results showed that these algorithms provide high prediction accuracy (R2 > 0.9). Then the DBN model with the best performance was selected as a part of the virtual sensors to predict and analyze the status of TSHD. The digital twin technology provides a more stable and environmentally friendly scheme for TSHD construction safety control. On the one hand, the DTDVS assists physical sensors to monitor the construction state, overcoming the limitation of the sensors on detection targets which are difficult or costly to measure directly. On the other hand, by analyzing the residual between the physical sensor and the virtual sensor, the construction behavior can be diagnosed, and the fault situation can be pre-warned accurately. This improves the time utilization of TSHD and provides an important guarantee for the construction safety. © 2021 Elsevier B.V., All rights reserved.","Construction safety; Data mining; Digital twin; Machine learning; Trailing suction hopper dredger; Virtual sensor","Dredging; E-learning; Failure (mechanical); Forecasting; Learning algorithms; Machine learning; Vibrations (mechanical); Construction data; Construction operations; Construction safety; Machine learning algorithms; Performance; Physical sensors; Safe operation; Stable operation; Trailing suction hopper dredger; Virtual sensor; Data mining","Article","Final","","Scopus","2-s2.0-85115307160"
"Jiao, R.; Wang, S.; Zhang, T.; Lu, H.; He, H.; Gupta, B.B.","Jiao, Runhai (8886831700); Wang, Shuangkun (57226798304); Zhang, Tianle (59613174100); Lu, Hui (57203249294); He, Hui (56303064100); Gupta, B. B. (34770593700)","8886831700; 57226798304; 59613174100; 57203249294; 56303064100; 34770593700","Adaptive Feature Selection and Construction for Day-Ahead Load Forecasting Use Deep Learning Method","2021","IEEE Transactions on Network and Service Management","18","4","","4019","4029","0","31","10.1109/TNSM.2021.3110577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114745919&doi=10.1109%2FTNSM.2021.3110577&partnerID=40&md5=deb50d932fc5e12155b0d8c5cd1258c3","As a networked cyber physical system, smart grid plays an important role in improving energy efficiency, which has higher prediction accuracy requirement for load forecasting to realize intelligent dispatching. The existing works of load forecasting have considered the external factors to improve prediction accuracy, but ignored their varying and different impacts in different time. In order to solve this problem, firstly, a new method is designed to select external meteorological factors and construct new features to deal with the different impacts of external factors in different seasons. Secondly, a fuzzy processing method of calendar factor is proposed to explore the varying impact of the calendar factor in the holiday period. Finally, our proposed method is combined with LSTM and other three typical machine learning models, and experiments are performed on a load data set from the real power system. The results show that our proposed method can improve the prediction accuracy of the typical machine learning based models. Especially for LSTM, the MAPEs reach to 3.8% and 3.1% in winter and summer, with the improvements of 0.6% and 0.3% respectively. © 2021 Elsevier B.V., All rights reserved.","deep learning; feature construction; feature selection; fuzzy membership function; Load forecasting","Deep learning; Electric power plant loads; Embedded systems; Energy efficiency; Feature extraction; Forecasting; Long short-term memory; Smart power grids; Adaptive feature selection; External factors; Learning methods; Machine learning models; Meteorological factors; Networked cyber-physical systems; Prediction accuracy; Real power systems; Learning systems","Article","Final","","Scopus","2-s2.0-85114745919"
"Takeyama, T.; O-Tani, H.; Oishi, S.; Hori, M.; Iizuka, A.","Takeyama, Tomohide (22939507800); O-Tani, Hideyuki (54409273500); Oishi, Satoru T. (12761389100); Hori, Muneo (7403441866); Iizuka, Atsushi (57610263700)","22939507800; 54409273500; 12761389100; 7403441866; 57610263700","Automatic Construction of Three-Dimensional Ground Model by Data Processing","2021","IEEE/ASME Transactions on Mechatronics","26","6","","2881","2887","0","5","10.1109/TMECH.2021.3105062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114735695&doi=10.1109%2FTMECH.2021.3105062&partnerID=40&md5=ce9dae274da827b92fdee69209b1ffdb","There have been attempts to improve the operational efficiency of construction projects and plan response countermeasures for estimated damage following disasters through the utilization of accumulated electronic data, which constructs a digital twin that can reproduce a physical space in cyberspace and feedback the cyberspace simulation results to physical space. However, the application of such simulations is limited, unless numerical models can be automatically constructed from the data. In this study, we develop a program that utilizes a data processing platform to read, transform, and integrate data to create mediated data with a common data structure. This mediated data can be used to construct analytical models for various numerical analyses. Using the program developed, a grid model of 3-D ground surface as the mediated data was constructed based on borehole data obtained through a ground survey. Each grid point has basic material parameters of soil, and these parameters are estimated from borehole data and other investigation reports. Each grid point has general geotechnical parameters and can be easily converted to a 3-D finite-element model. When the borehole data is added or changed, the analytical model can be updated with almost no cost, whereas it would be very costly to create the model manually. © 2021 Elsevier B.V., All rights reserved.","Borehole data; data processing platform (DPP); grid ground model; numerical simulation","Analytical models; Boreholes; Computers; Data structures; Digital twin; 3D finite element model; Automatic construction; Construction projects; Geotechnical parameters; Ground surfaces; Material parameter; Operational efficiencies; Processing platform; Data handling","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85114735695"
"Zhou, K.; Yang, S.; Guo, Z.; Long, X.; Hou, J.; Jin, T.","Zhou, Kai (57040381500); Yang, Shuai (57255426500); Guo, Zhanhe (57255073900); Long, Xiaojun (54583844200); Hou, Jialin (14071623300); Jin, Tianguo (7202994153)","57040381500; 57255426500; 57255073900; 54583844200; 14071623300; 7202994153","Design of automatic spray monitoring and tele-operation system based on digital twin technology","2021","Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science","235","24","","7709","7725","0","21","10.1177/09544062211003617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114721888&doi=10.1177%2F09544062211003617&partnerID=40&md5=b9e43332e76f0928fd4b995794084dcb","To solve the problems of low degree of automation, difficulty in quality control and poor working environment during the process of spray-painting rotational parts, this paper designs an automatic spray monitoring and tele-operation system based on digital twin technology, which can realize real-time monitoring and tele-operation fault treatment during the spraying process to achieve the goal of “man-machine isolation”. First, an automatic production line for spraying operations is designed in which the spraying equipment can be remotely controlled. Then, multiple sensors are used to collect the environmental and equipment conditions. After that, multisource heterogeneous data are pretreated to construct a unified data template and interfaces. On this basis, a three-dimensional model of the environment and equipment is established. According to the fusion and mapping between sensor data and the geometric model, an augmented reality twin model of spray painting is obtained. Additionally, the relevant support database and knowledge base are established; a fault diagnosis method based on knowledge is proposed to provide support for fault treatment. Finally, an automatic spraying monitoring and tele-operation software platform is developed that can run under monitoring or tele-operation mode, and the related functions are tested and verified. The test results show that the system is more efficient than manual spraying method, and the coating surfaces is flatter, effectively reducing the probability of sagging, orange peel, missing spray and other problems. This research provides a reference for the design and construction of automatic spraying production lines. © 2021 Elsevier B.V., All rights reserved.","3D visualization operation; augmented reality technology; Automatic spraying; digital twin; tele-operation","Agricultural implements; Augmented reality; Digital twin; Knowledge based systems; Quality control; Sensor data fusion; Software testing; Automatic production line; Design and construction; Equipment conditions; Fault diagnosis method; Real time monitoring; Teleoperation systems; Three-dimensional model; Working environment; Monitoring","Article","Final","","Scopus","2-s2.0-85114721888"
"Ghandi, M.; Blaisdell, M.; Ismail, M.","Ghandi, Mona (57219207940); Blaisdell, Marcus (57238267700); Ismail, Mohamed (57660680300)","57219207940; 57238267700; 57660680300","Embodied empathy: Using affective computing to incarnate human emotion and cognition in architecture","2021","International Journal of Architectural Computing","19","4","","532","552","0","9","10.1177/14780771211039507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113834433&doi=10.1177%2F14780771211039507&partnerID=40&md5=c6ce7402d2b87e403b6d3372ce8d8e77","This research aims to develop a cyber-physical adaptive architectural space capable of real-time responses to people’s emotions, based on biological and neurological data. To achieve this goal, we integrated artificial intelligence (AI), wearable technology, sensory environments, and adaptive architecture to create an emotional bond between a space and its occupants and encourage affective emotional interactions between the two. The project’s objectives were to (1) measure and analyze biological and neurological data to detect emotions, (2) map and illustrate that emotional data, and (3) link occupants’ emotions and cognition to a built environment through a real-time emotive feedback loop. Using an interactive installation as a case study, this work examines the cognition-emotion-space interaction through changes in volume, color, and light as a means of emotional expression. It contributes to the current theory and practice of cyber-physical design and the role AI plays, as well as the interaction of technology and empathy. © 2021 Elsevier B.V., All rights reserved.","affective computing in architecture; artificial intelligence and machine learning in design; cognition-emotion-space interaction; cyber-physical neurospaces; embodied empathy; intelligent responsive spaces; neuromorphic design; Places and awareness","Architecture; Computation theory; Computer architecture; Cyber Physical System; Neurology; Wearable technology; Adaptive architecture; Affective Computing; Architectural space; Changes in volume; Emotional expressions; Emotional interactions; Interactive installations; Real time response; Artificial intelligence","Article","Final","","Scopus","2-s2.0-85113834433"
"Hu, Z.; Fang, X.; Zhang, J.","Hu, Zhongtai (57304840000); Fang, Xifeng (11241266900); Zhang, Jie (57221658656)","57304840000; 11241266900; 57221658656","A digital twin-based framework of manufacturing workshop for marine diesel engine","2021","International Journal of Advanced Manufacturing Technology","117","11-12","","3323","3342","0","15","10.1007/s00170-021-07891-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113635604&doi=10.1007%2Fs00170-021-07891-w&partnerID=40&md5=e38fec14671386f9ef0044a271750457","The research and application of digital twin (DT) technology have brought new technical means to the development of many fields. Many problems still exist in the manufacturing process of large and complex products, and the manufacturing industry seeks new breakthroughs. Research on DT workshops provides new ideas for technological innovation in manufacturing. To improve the production quality and efficiency of marine diesel engines (MDE), in this paper, a DT workshop is constructed for MDE manufacturing. A DT-based application framework is proposed, and based on it, physical workshop, bridge module, and virtual workshop are illustrated in detail. In the process of building the DT workshop, an object-oriented DT modeling method and a virtual and real data-fusion method are proposed. Besides the method of virtual workshop construction, the DT-based service platform, and the data interaction mechanism within the physical-virtual workshop are applied in the case study. © 2021 Elsevier B.V., All rights reserved.","Data interaction; Digital twin;; Intelligent manufacturing workshop;; Marine diesel engine;","Data fusion; Diesel engines; Digital twin; Industrial research; Marine engines; Marine industry; Application frameworks; Data fusion methods; Manufacturing industries; Manufacturing process; Marine Diesel Engines; Production quality; Research and application; Technological innovation; Manufacture","Article","Final","","Scopus","2-s2.0-85113635604"
"Hu, H.; Jia, X.; Liu, K.; Sun, B.","Hu, Hao (59869145800); Jia, Xiaoliang (16506789900); Liu, Kuo (57218658213); Sun, Bingyang (57222009196)","59869145800; 16506789900; 57218658213; 57222009196","Self-Adaptive Traffic Control Model With Behavior Trees and Reinforcement Learning for AGV in Industry 4.0","2021","IEEE Transactions on Industrial Informatics","17","12","","7968","7979","0","50","10.1109/TII.2021.3059676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100915241&doi=10.1109%2FTII.2021.3059676&partnerID=40&md5=138e1f354728900008bc6bf401c50d2c","Automated guided vehicles (AGVs) are considered as an enabling technology to realize smart manufacturing in the upcoming Industrial 4.0 era. However, several challenges including efficiency, timeliness, and safety still exist in AGVs system in discrete manufacturing shopfloor. To address these challenges, a self-adaptive traffic control model combining behavior trees (BTs) and reinforcement learning (RL) is proposed to implement optimal decisions according to diverse, dynamic and complex situations in Industry 4.0 environments. A cyber-physical systems using multiagent system technology is designed in which components such as AGVs and traffic commander are defined as specific agent that cooperates autonomously with each other. Then, the behavior construction model is constructed by BTs to enumerate all the possible states in AGVs traffic control. An RL model is further developed based on the BTs. By using this approach, in this article, AGVs have the ability to adaptively choose the optimal rule-based strategy from existing optional strategies. The case study of the scenario avoiding collisions at intersections illustrates that the proposed model can enhance self-adaptive capability of AGVs traffic control and simultaneously guarantees efficiency, timeliness, and safety. © 2024 Elsevier B.V., All rights reserved.","Automated guided vehicle (AGV); behavior trees (BTs); Industrial 4.0; reinforcement learning (RL); self-adaptive control","Adaptive control systems; Automatic guided vehicles; Autonomous agents; Behavioral research; Efficiency; Embedded systems; Forestry; Industry 4.0; Job analysis; Multi agent systems; Reinforcement learning; Traffic control; Adaptation models; Adaptive traffic control; Automated guided vehicles; Behaviour Trees; Control model; Decisions makings; Industrial 40; Reinforcement learnings; Self adaptive control; Task analysis; Decision making","Article","Final","","Scopus","2-s2.0-85100915241"
"Yang, L.; Wang, R.; Zhao, X.; Xu, Z.; Yang, Y.","Yang, Lan (55809756100); Wang, Runmin (57208853775); Zhao, Xiangmo (14009134900); Xu, Zhigang (55619297848); Yang, Yipeng (57363371000)","55809756100; 57208853775; 14009134900; 55619297848; 57363371000","CAVTest: A Closed Connected and Automated Vehicles Test Field of Chang'an University in China","2021","SAE International Journal of Connected and Automated Vehicles","4","4","","423","435","0","8","10.4271/12-04-04-0032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120637738&doi=10.4271%2F12-04-04-0032&partnerID=40&md5=58325938ef4a3ee7374a85c3c1ef6c33","Closed field testing of Connected and Automated Vehicles (CAV) is an essential pillar for verifying the functionality and performance of CAV and promoting its large-scale deployment. Recently, many closed test fields in the world have been newly built or rebuilt for testing CAV such as M-City in USA and AstaZero in Sweden. However, few construction methods, standards, and specifications of closed test fields for testing CAV were reported with details. We propose the construction practice of the Closed Connected and Automated Vehicles Test Field (CAVTest) of Chang'an University in China. The CAVTest has a multilayer architecture, from down to the top, which consists of an application scenario layer, a perception and a physical communication layer, a network link layer, and a management service layer, respectively. The modularization design of CAVTest ensures the system compatibility with different functional equipments, the accuracy of the test record, the scientific nature of data analysis, and the supporting conditions for scenario reproduction and factor analysis. Besides, at least 22 types of autonomous vehicle test scenarios have been built in CAVTest, and a digital twin system has been established. Two case studies for testing CAV are carried out, which are the AEB test for pedestrians at signalized intersections and the vehicle-to-vehicle (V2V) communication test under static and dynamic conditions, respectively. The results showed that CAVTest can fully conduct closed field tests for the safety and communication performance of CAV. © 2021 Elsevier B.V., All rights reserved.","AEB test; CAV; Closed field; Digital twin; Test scenarios; V2V test","Automation; Cell proliferation; Modular construction; Network layers; Vehicle performance; AEB test; Automated vehicles; Closed field; Connected and automated vehicle; Field testing; Performance; Test fields; Test scenario; V2V test; Vehicle tests; Vehicle to vehicle communications","Article","Final","","Scopus","2-s2.0-85120637738"
"Lin, S.-Y.; Li, H.-Y.","Lin, S. Y. (58966300200); Li, Haoyu (57205528834)","58966300200; 57205528834","Integrated Circuit Board Object Detection and Image Augmentation Fusion Model Based on YOLO","2021","Frontiers in Neurorobotics","15","","762702","","","0","16","10.3389/fnbot.2021.762702","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120427236&doi=10.3389%2Ffnbot.2021.762702&partnerID=40&md5=a9ee9ffbe449c0e8b612dbf595b3997c","Industry 4.0 has been a hot topic in recent years. The process of integrating Cyber-Physical Systems (CPS), Artificial Intelligence (AI), and Internet of Things (IoT) technology, will become the trend in future construction of smart factories. In the past, smart factories were developed around the concept of the Flexible Manufacturing System (FMS). Most parts of the quality management process still needed to be implemented by Automated Optical Inspection (AOI) methods which required human resources and time to perform second stage testing. Screening standards also resulted in the elimination of about 30% of the products. In this study, we sort and analyze several Region-based Convolutional Neural Network (R-CNN) and YOLO models that are currently more advanced and widely used, analyze the methods and development problems of the various models, and propose a suitable real-time image recognition model and architecture suitable for Integrated Circuit Board (ICB) in manufacturing process. The goal of the first stage of this study is to collect and use different types of ICBs as model training data sets, and establish a preliminary image recognition model that can classify and predict different types of ICBs based on different feature points. The second stage explores image augmentation fusion and optimization methods. The data augmentation method used in this study can reach an average accuracy of 96.53%. In the final stage, there is discussion of the applicability of the model to detect and recognize the ICB directionality in <1 s with a 98% accuracy rate to meet the real-time requirements of smart manufacturing. Accurate and instant object image recognition in the smart manufacturing process can save manpower required for testing, improve equipment effectiveness, and increase both the production capacity and the yield rate of the production line. The proposed model improves the overall manufacturing process. © 2021 Elsevier B.V., All rights reserved.","deep learning; Internet of Things; object recognition; smart manufacturing; YOLO","Classification (of information); Convolutional neural networks; Deep learning; Embedded systems; Image enhancement; Image recognition; Integrated circuits; Object detection; Object recognition; Quality management; Timing circuits; Circuit boards; Fusion model; Image-recognition model; Manufacturing process; Model-based OPC; Objects detection; Objects recognition; Smart manufacturing; YOLO; Internet of things; accuracy; Article; automation; convolutional neural network; image augmentation; image segmentation; imaging and display; integrated circuit board; intermethod comparison; mathematical model; prediction; process optimization","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85120427236"
"Dietze, A.; Jung, Y.; Grimm, P.","Dietze, Andreas (57205039360); Jung, Yvonne (16304340400); Grimm, Paul (7006977704)","57205039360; 16304340400; 7006977704","Supporting Web-based Collaboration for Construction Site Monitoring","2021","","","","","","","0","3","10.1145/3485444.3495180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121702854&doi=10.1145%2F3485444.3495180&partnerID=40&md5=103110dc3180310581e0d219a1d19a29","Deviations from the original blueprints could often be found on building sites. To easily identify such constructional modifications, this paper proposes a smart digital twin for construction site monitoring that supports web-based collaboration with external experts to discuss possibly required solutions to this problem. Therefore, a system pipeline was designed that allows automatic detection and visualization of deviations between real and planning data. In addition, the pipeline allows generating an interactive difference visualization that uses the original planning data as well as the 3D scanned real data. The latter is recorded using an AR-capable mobile device or headset like the Microsoft HoloLens, whereas the mentioned differences are obtained via a point-cloud-based algorithm. The differences between real and planning data are then emphasized on the respective client, which uses X3DOM for visualization. Besides the server part of the pipeline, the application consists of several clients that enable a collaborative discussion between the various stakeholders, such as an AR-based mobile viewer for the craftsman on site and a web-based viewer for the building owner at home or the architect. © 2021 Elsevier B.V., All rights reserved.","3D Geometry Comparison; Collaborative Construction Site Monitoring; Geometry Deviation Feedback; Mobile Mixed Reality; Web-based Difference Visualization","Data visualization; Mixed reality; Pipelines; Three dimensional computer graphics; Visualization; 3D geometry; 3d geometry comparison; Collaborative construction; Collaborative construction site monitoring; Construction sites; Difference visualization; Geometry deviation feedback; Geometry deviations; Mobile mixed realities; Site monitoring; Web based; Web-based difference visualization; Websites","Conference paper","Final","","Scopus","2-s2.0-85121702854"
"Al-Sehrawy, R.; Kumar, B.; Watson, R.","Al-Sehrawy, Ramy (57218253409); Kumar, Bimal (7401973035); Watson, Richard (57310432300)","57218253409; 7401973035; 57310432300","A digital twin uses classification system for urban planning & city infrastructure management","2021","Journal of Information Technology in Construction","26","","","832","862","0","57","10.36680/J.ITCON.2021.045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120358598&doi=10.36680%2FJ.ITCON.2021.045&partnerID=40&md5=db0d4b09c251d7d1e45a187f8a6cb201","Recently, the concept of Digital Twin [DT] has pervaded the field of urban planning and city infrastructure management. This paper first affirms that the knowledge created by virtue of DT real-world implementation, through undertaking various DT pilot projects, case studies and proof-of-concept initiatives, comprises the 'know-how' and genuine practical experience upon which the DT research and practices can further develop and mature. It then argues that this type of knowledge is poorly captured and mostly left neither realized nor fully utilized. This significantly hinders the rate by which DT practices within the urban and built environments evolve. While acknowledging the benefits of the ongoing work by many DT researchers, including enumeration, categorization and detailing of multiple DT use cases, such endeavours arguably suffer from three profound weaknesses causing the inefficient sharing and transfer of DT 'know-how' knowledge amongst DT stakeholders. The three limitations are: (a) lack of DT standard terminology constituting a common DT language; (b) lack of standard and clear methods to enable documenting DT projects and making the 'know-how' explicit to the rest of the DT market; and (c) the lack of an established and adequate DT use cases classifications system to guide DT practitioners in searching for and retrieving the previously accomplished DT case studies that are most relevant to their interests and context. Correspondingly, three solutions are proposed constituting a three-pronged DT Uses Classification System [DTUCS]: prong-A (i.e. Standardize-to-Publish); prong-B (i.e. Detail-to-Prove); and prong-C (i.e. Classify-to-Reach). DTUCS is developed using a meta-methodology encapsulating a systematic literature review and three distinct sub-methodologies. The paper concludes with an overview of the implications of DTUCS along with recommendations on how it can be further validated and improved. © 2021 Elsevier B.V., All rights reserved.","Digital Twin (DT); Knowledge transfer; Standards; Urban; Use-case","C (programming language); Technology transfer; Urban planning; Case-studies; Classification system; Digital twin; Infrastructure managements; Knowledge transfer; Pilot programs; Project case; Real-world implementation; Urban; Use-case; Knowledge management","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85120358598"
"Mêda, P.; Calvetti, D.; Hjelseth, E.; Sousa, H.","Mêda, Pedro (60111085600); Calvetti, Diego (57219401335); Hjelseth, Eilif (35221763300); Sousa, Hipólito José C. (56152725700)","60111085600; 57219401335; 35221763300; 56152725700","Incremental digital twin conceptualisations targeting data-driven circular construction","2021","Buildings","11","11","554","","","0","77","10.3390/buildings11110554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119930926&doi=10.3390%2Fbuildings11110554&partnerID=40&md5=529f5f375d5b9107d6cb0018b2e24120","The construction industry faces multiple challenges, where transition to circular production is key. Digitalisation is a strategy to increase the sector’s productivity, competitiveness, and efficiency. However, digitalisation also impacts environmental goals, such as those concerning more eco-friendly solutions, energy efficiency, products recycling, and sustainability certifications. These strategies rely on data, understood as digital, interoperable, incremental and traceable. Data related concepts, such as digital data templates (DDT) and digital building logbooks (DBL), contribute to “good data”. Despite some research focused on each one, little importance has yet been given to their combination. Relevant relationships and overlaps exist, as they partially share the exact same data through the built environment life cycle. This research aims to provide improved understanding on the role of these concepts and their contribution to a more circular industry. The review develops conceptualisations where DDT and DBL are complementary and framed within an incremental digital twin construction (DTC). Misconceptions or confrontations between these three solutions can therefore stand down, for the benefit of a data-driven priority. To increase understanding and reduce misconceptions, our study developed the “Digital data-driven concept” (D3c). This concept contribution is the ability to structure, store, and trace data, opening way to streamlined digital transformation impacting circular built environment concerns. © 2021 Elsevier B.V., All rights reserved.","Building logbook; Concepts overlap; Construction 4.0; Data templates; Digitalisation; Traceability","","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85119930926"
"Chacón, R.","Chacón, Rolando A. (22978642900)","22978642900","Designing construction 4.0 activities for aec classrooms","2021","Buildings","11","11","511","","","0","24","10.3390/buildings11110511","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118999460&doi=10.3390%2Fbuildings11110511&partnerID=40&md5=429d9963f71d50281fce44268be4d98a","This article describes the outcomes of the development of the project MATES to STEAM. The project is aimed at integrating Construction 4.0 content to a recently started new degree on Technologies on Civil Engineering. This integration is underpinned by the creation of STEAM-rich activities that can complement such degree. The philosophical design of these activities followed three requirements: (i) the activities should infuse Construction 4.0-related technologies, (ii) the activities should foster motivation among students with a STEAM vision by-design and (iii) the activities should be designed with a hardware-software independent perspective (open-source, accessible, affordable). Cornerstone and capstone projects as well as a set of workshops represent the demonstrators of these activities. All these demonstrators are knitted together in a single path in which an educational attempt to fill the identified Construction 4.0 gaps is proposed. The STEAM perspective provides completeness to the whole development. During the last two years, the project was developed and the design, the development and implementation of several demonstrators were completed. In the years to come, a systematic deployment and analysis of such demonstrators is expected when a full implementation of the new degree of Technologies in Civil Engineering will be addressed. © 2021 Elsevier B.V., All rights reserved.","3D printing; BIM; Construction 4.0; Digital twins; Education; Robotics; STEAM; TLS","","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85118999460"
"Choi, K.; Kim, J.-H.","Choi, Kwanghoon (57188669758); Kim, Jai-hoon (55928227400)","57188669758; 55928227400","UAV path planning method for avoiding restricted areas","2021","Intelligent Service Robotics","14","5","","679","690","0","6","10.1007/s11370-021-00386-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117512979&doi=10.1007%2Fs11370-021-00386-3&partnerID=40&md5=00478772d2217aefa23343320dd7977d","Recently, the industry of drone systems has come into the spotlight because a new potential market has been revealed. A considerable number of drones are deployed worldwide as they can be used in many applications, providing a broad range of services, such as monitoring the surrounding environment, delivering services, in farming, and in rescue activities from disasters to accidents. This expansion is fostering the development of a comprehensive approach, including the construction of general systems, such as cyber-physical systems and IoT middleware platforms. In terms of the quantitative aspects of the drone industry, we still have many issues to solve and improve, such as privacy protection, human safety, improvement in resources, and specifically, power consumption and efficiency. To overcome these problems, systems must be able to generate an efficient and easy-to-follow path that is able to dynamically adjust to new situations. Thus, we propose an ONLINE/OFFLINE path planning algorithm and evaluate the results of a simulation using a drone kit with a software-in-the-loop simulator. The ONLINE and OFFLINE path planning algorithm is applied to discover a path to the destination in a changeable situation, and it is simulated on a real-life map, which includes a restricted area. © 2021 Elsevier B.V., All rights reserved.","Cyber-physical systems; Drone; Path finding; Path planning; Sensor network; Spatiotemporal; UAV","Accident prevention; Cyber Physical System; Drones; Embedded systems; Energy efficiency; Middleware; Motion planning; Drone; Drone system; Path finding; Path planning method; Path-planning algorithm; Potential markets; Rescue activities; Sensors network; Spatiotemporal; Surrounding environment; Sensor networks","Article","Final","","Scopus","2-s2.0-85117512979"
